invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,ssn,is_restricted
I210812,DGU821657,Female,67,Clothing,5,1500.4,Credit Card,3/6/2022,Metrocity,000-31-0988,True
I101394,PWJ037429,Female,24,Books,1,15.15,Cash,7/6/2022,Metropol AVM,000-88-9412,False
I202968,QTD113865,Female,65,Clothing,4,1200.32,Cash,12/7/2021,Kanyon,000-90-1310,False
I230982,LQE660326,Male,37,Toys,5,179.2,Credit Card,7/7/2021,Metrocity,000-27-4465,False
I328326,CIZ052145,Male,40,Food & Beverage,3,15.69,Credit Card,17/04/2021,Emaar Square Mall,000-29-3412,True
I229312,HIA662229,Male,62,Clothing,1,300.08,Cash,5/6/2022,Kanyon,000-49-9049,True
I156058,FJJ823173,Female,51,Clothing,3,900.24,Cash,6/3/2021,Kanyon,000-34-0616,False
I205103,ALQ863392,Female,23,Food & Beverage,3,15.69,Cash,15/04/2022,Mall of Istanbul,000-63-1288,False
I211148,NDI289751,Female,53,Souvenir,5,58.65,Credit Card,6/1/2021,Emaar Square Mall,000-76-4435,False
I258480,XRG686786,Male,62,Toys,5,179.2,Debit Card,5/10/2022,Forum Istanbul,000-52-6643,False
I159454,CUC052093,Female,68,Cosmetics,5,203.3,Debit Card,26/11/2021,Kanyon,000-99-7926,False
I252427,UOI204213,Female,36,Books,3,45.45,Credit Card,4/4/2021,Metrocity,000-28-7183,False
I107935,XRC231658,Female,19,Books,1,15.15,Credit Card,7/7/2021,Kanyon,000-75-5737,True
I745680,OQH079686,Female,54,Clothing,4,1200.32,Cash,12/8/2021,Istinye Park,000-71-3225,False
I131274,YXM276065,Female,52,Cosmetics,2,81.32,Cash,19/03/2022,Emaar Square Mall,000-12-2192,False
I204750,HFA998845,Female,38,Toys,4,143.36,Cash,20/10/2021,Mall of Istanbul,000-36-9696,True
I232358,MFE491988,Male,24,Food & Beverage,1,5.23,Cash,5/8/2022,Kanyon,000-47-9135,False
I162130,BVD936243,Male,44,Toys,1,35.84,Credit Card,9/9/2022,Emaar Square Mall,000-47-7865,False
I860296,NLG609560,Female,50,Cosmetics,4,162.64,Credit Card,28/10/2022,Metrocity,000-99-7240,True
I208377,KHN041590,Female,21,Shoes,2,1200.34,Credit Card,4/1/2023,Mall of Istanbul,000-20-4401,False
I539699,BZO869759,Female,23,Technology,1,1050.0,Credit Card,14/04/2021,Metrocity,000-60-7713,False
I386007,LXO631085,Female,55,Clothing,3,900.24,Credit Card,28/09/2022,Kanyon,000-39-3373,True
I312554,SGS066649,Male,46,Clothing,3,900.24,Cash,2/2/2023,Metrocity,000-92-9651,False
I121231,SMB238613,Female,28,Clothing,2,600.16,Cash,21/11/2021,Kanyon,000-16-2521,True
I167025,XMV743646,Female,66,Shoes,3,1800.51,Cash,16/06/2022,Kanyon,000-25-3977,False
I922190,WTE611569,Female,69,Food & Beverage,5,26.15,Debit Card,12/4/2022,Metrocity,000-66-0650,True
I131952,PZY565705,Male,66,Toys,3,107.52,Cash,1/8/2021,Metropol AVM,000-24-8553,False
I288119,YYJ332685,Female,44,Cosmetics,4,162.64,Debit Card,14/12/2021,Metropol AVM,000-37-2561,True
I511750,WRM913736,Female,43,Shoes,3,1800.51,Credit Card,27/05/2022,Metrocity,000-72-4296,False
I118183,CPZ843965,Female,40,Technology,3,3150.0,Credit Card,11/1/2021,Mall of Istanbul,000-11-3172,False
I546187,IWH010270,Female,58,Clothing,4,1200.32,Cash,14/05/2022,Istinye Park,000-24-7159,False
I221949,XWT887462,Male,55,Clothing,2,600.16,Debit Card,19/04/2021,Metrocity,000-85-4735,False
I229885,JDU394633,Male,36,Cosmetics,2,81.32,Cash,24/10/2022,Metrocity,000-91-7828,False
I302426,AJP628407,Female,39,Clothing,3,900.24,Cash,31/12/2022,Mall of Istanbul,000-44-3961,False
I153926,HJO831727,Male,34,Food & Beverage,3,15.69,Credit Card,4/12/2022,Forum Istanbul,000-43-1407,False
I128826,IKS165216,Male,18,Cosmetics,3,121.98,Cash,30/08/2022,Istinye Park,000-78-8695,False
I111755,QDS934330,Female,38,Books,3,45.45,Credit Card,27/02/2021,Metrocity,000-24-5905,False
I240479,SOT572367,Male,49,Cosmetics,1,40.66,Debit Card,21/09/2021,Mall of Istanbul,000-90-7319,False
I210558,ZCL583733,Female,66,Souvenir,5,58.65,Credit Card,24/04/2021,Mall of Istanbul,000-93-7025,False
I508539,TIF276075,Female,40,Shoes,4,2400.68,Cash,16/06/2022,Metropol AVM,000-96-6081,False
I179851,ZQW697179,Female,25,Toys,1,35.84,Debit Card,21/04/2022,Mall of Istanbul,000-20-6124,False
I134988,CSU924420,Male,39,Food & Beverage,1,5.23,Credit Card,19/01/2022,Metrocity,000-17-2330,True
I103785,PIK722837,Female,23,Clothing,2,600.16,Credit Card,31/03/2022,Kanyon,000-22-8382,False
I241367,CUQ450322,Female,59,Clothing,2,600.16,Debit Card,27/02/2023,Metropol AVM,000-61-4271,True
I140527,NAV942642,Female,64,Books,5,75.75,Cash,10/5/2021,Zorlu Center,000-53-9964,False
I320933,KRN149926,Female,27,Clothing,2,600.16,Cash,21/01/2023,Mall of Istanbul,000-81-2274,False
I668951,LUC566213,Female,66,Books,3,45.45,Debit Card,26/11/2021,Kanyon,000-21-9422,False
I159853,MMY406621,Female,68,Souvenir,2,23.46,Cash,9/2/2021,Viaport Outlet,000-48-1917,True
I297494,AOT823811,Female,65,Food & Beverage,1,5.23,Cash,25/05/2021,Viaport Outlet,000-56-1383,True
I114998,LJE261430,Female,56,Clothing,3,900.24,Cash,24/05/2022,Metrocity,000-70-6688,True
I134807,RPJ914519,Female,60,Clothing,5,1500.4,Credit Card,9/4/2021,Cevahir AVM,000-41-8382,False
I175286,ZRN723118,Male,42,Food & Beverage,4,20.92,Cash,25/06/2021,Istinye Park,000-62-1448,False
I308304,KFZ844626,Female,32,Clothing,3,900.24,Debit Card,29/01/2021,Cevahir AVM,000-80-9997,True
I476282,HBZ981667,Male,36,Shoes,4,2400.68,Credit Card,6/8/2022,Kanyon,000-13-8989,True
I109385,UPO070102,Female,42,Shoes,1,600.17,Debit Card,15/03/2021,Istinye Park,000-54-4933,True
I669236,JHB079037,Female,25,Clothing,2,600.16,Cash,1/6/2022,Kanyon,000-11-3653,False
I543694,YCQ958919,Female,57,Food & Beverage,5,26.15,Cash,28/10/2021,Metrocity,000-17-3190,False
I101920,NGQ153594,Female,37,Food & Beverage,4,20.92,Debit Card,26/10/2021,Cevahir AVM,000-28-5876,False
I578752,XHH569564,Male,64,Food & Beverage,3,15.69,Credit Card,21/06/2021,Kanyon,000-38-6063,False
I189432,NXV252944,Male,24,Toys,2,71.68,Debit Card,13/02/2022,Metropol AVM,000-51-5406,False
I786732,WGS830933,Male,26,Books,3,45.45,Cash,12/5/2021,Viaport Outlet,000-85-9890,True
I253215,PGK876365,Female,66,Toys,4,143.36,Cash,26/05/2022,Kanyon,000-56-3209,True
I330440,GEQ836374,Female,47,Technology,2,2100.0,Debit Card,25/06/2022,Mall of Istanbul,000-86-7357,False
I316255,SIM385945,Female,62,Food & Beverage,5,26.15,Cash,20/04/2022,Metrocity,000-33-0181,False
I136088,YPE052719,Female,39,Souvenir,1,11.73,Cash,27/05/2021,Metrocity,000-99-5316,True
I108609,NLR517074,Female,65,Technology,3,3150.0,Debit Card,25/09/2021,Istinye Park,000-62-0259,False
I165807,YTG846769,Male,26,Food & Beverage,5,26.15,Debit Card,17/01/2021,Mall of Istanbul,000-10-6842,False
I941647,GSM465181,Male,26,Books,2,30.3,Debit Card,23/12/2021,Kanyon,000-47-2293,True
I430901,SII007430,Male,33,Clothing,3,900.24,Cash,12/2/2022,Forum Istanbul,000-10-9932,True
I241465,NZD746325,Male,47,Clothing,2,600.16,Debit Card,20/12/2021,Mall of Istanbul,000-32-2328,True
I815884,YRF275867,Male,52,Souvenir,1,11.73,Credit Card,17/02/2023,Mall of Istanbul,000-56-9303,True
I158707,GAL541660,Male,62,Toys,3,107.52,Cash,31/12/2022,Kanyon,000-72-4043,False
I196385,DXY079598,Male,32,Toys,2,71.68,Cash,18/06/2021,Forum Istanbul,000-89-6792,True
I894245,RSR727786,Female,37,Shoes,3,1800.51,Cash,22/01/2023,Mall of Istanbul,000-69-0775,False
I387934,FCI774838,Male,52,Cosmetics,2,81.32,Credit Card,22/06/2022,Mall of Istanbul,000-67-1417,True
I242749,FRC089091,Male,18,Clothing,5,1500.4,Debit Card,12/4/2022,Mall of Istanbul,000-15-6375,True
I164601,LGL229660,Female,58,Cosmetics,4,162.64,Credit Card,24/05/2022,Metropol AVM,000-12-1633,False
I315595,RCL625261,Male,45,Technology,5,5250.0,Credit Card,22/08/2021,Zorlu Center,000-20-3810,False
I283250,ZSM763299,Male,26,Food & Beverage,2,10.46,Credit Card,31/05/2022,Metrocity,000-90-0070,False
I335621,LDG105502,Male,40,Clothing,2,600.16,Credit Card,14/11/2022,Kanyon,000-38-2224,True
I166303,PDV056871,Female,55,Toys,3,107.52,Debit Card,21/03/2022,Cevahir AVM,000-30-3458,False
I159725,ZVD397082,Male,28,Cosmetics,1,40.66,Cash,19/01/2023,Metropol AVM,000-95-2613,True
I863594,AVZ533861,Female,42,Shoes,3,1800.51,Cash,10/2/2023,Mall of Istanbul,000-41-5813,False
I287746,KRR426952,Male,26,Cosmetics,4,162.64,Debit Card,7/2/2022,Viaport Outlet,000-49-3666,True
I490066,YZA827493,Male,59,Cosmetics,1,40.66,Credit Card,26/11/2021,Kanyon,000-35-8093,False
I198577,EYU418446,Female,34,Clothing,2,600.16,Debit Card,25/05/2022,Mall of Istanbul,000-43-5220,True
I128326,RIL315239,Female,19,Toys,4,143.36,Credit Card,23/06/2021,Istinye Park,000-36-7040,False
I105943,YYR332158,Male,31,Shoes,4,2400.68,Cash,20/03/2021,Kanyon,000-99-5488,False
I318859,AEC277499,Male,27,Toys,2,71.68,Credit Card,11/2/2023,Kanyon,000-61-0616,False
I271398,XQY274852,Male,24,Food & Beverage,2,10.46,Cash,24/08/2022,Metrocity,000-27-6392,False
I241403,GMF894990,Female,50,Shoes,4,2400.68,Credit Card,19/11/2022,Metropol AVM,000-70-5109,False
I724247,BQD690486,Male,65,Shoes,5,3000.85,Debit Card,27/10/2022,Kanyon,000-22-2821,False
I229480,GTX260466,Female,29,Food & Beverage,1,5.23,Cash,31/03/2022,Mall of Istanbul,000-20-6479,False
I161292,DMB822468,Female,23,Clothing,1,300.08,Credit Card,7/3/2022,Kanyon,000-38-8327,False
I481369,ZZC997379,Male,29,Clothing,4,1200.32,Debit Card,30/07/2022,Mall of Istanbul,000-31-4110,False
I144123,EDN566004,Male,66,Food & Beverage,5,26.15,Cash,8/11/2021,Istinye Park,000-50-9564,False
I372431,HRK817028,Female,47,Clothing,2,600.16,Credit Card,15/01/2022,Istinye Park,000-58-3057,True
I101115,KPO830504,Female,30,Cosmetics,4,162.64,Credit Card,1/8/2021,Metrocity,000-31-3717,False
I561954,AEV228068,Male,66,Cosmetics,2,81.32,Credit Card,24/06/2022,Kanyon,000-89-7991,False
I259863,JNZ880058,Male,42,Food & Beverage,3,15.69,Credit Card,21/11/2022,Metrocity,000-28-4560,False
I150289,WPA199730,Female,62,Shoes,4,2400.68,Debit Card,22/05/2021,Mall of Istanbul,000-98-8805,True
I296559,VJF190083,Male,19,Toys,2,71.68,Cash,1/3/2021,Kanyon,000-43-3568,True
I284556,ALB213746,Male,20,Souvenir,3,35.19,Cash,7/8/2022,Mall of Istanbul,000-83-7006,False
I263657,WPJ533657,Male,20,Books,4,60.6,Credit Card,24/02/2023,Mall of Istanbul,000-99-0809,False
I981620,ITU523148,Male,50,Toys,4,143.36,Credit Card,10/3/2022,Mall of Istanbul,000-86-9642,False
I317687,ZBX577238,Male,53,Shoes,1,600.17,Cash,20/10/2021,Istinye Park,000-58-0888,False
I236910,ZNC650146,Female,24,Cosmetics,1,40.66,Credit Card,30/12/2022,Kanyon,000-68-9541,False
I264613,KXG033411,Male,56,Shoes,4,2400.68,Debit Card,23/06/2021,Mall of Istanbul,000-34-9511,False
I281869,QMZ576425,Male,42,Clothing,1,300.08,Credit Card,19/04/2021,Metrocity,000-20-0066,True
I112828,ZVR847382,Female,21,Toys,2,71.68,Debit Card,20/02/2021,Cevahir AVM,000-54-1567,False
I116617,UPW387199,Female,68,Shoes,3,1800.51,Cash,4/10/2022,Kanyon,000-55-0505,False
I906021,LHO592557,Male,33,Cosmetics,2,81.32,Credit Card,20/08/2021,Emaar Square Mall,000-68-1142,False
I914378,WAK286870,Male,37,Clothing,3,900.24,Credit Card,14/09/2022,Kanyon,000-90-0979,False
I794416,JNV291828,Female,47,Clothing,5,1500.4,Cash,5/7/2021,Cevahir AVM,000-77-1268,False
I254497,WYT004316,Female,60,Clothing,1,300.08,Credit Card,16/10/2021,Metropol AVM,000-62-6068,True
I123215,MMK895288,Female,27,Clothing,4,1200.32,Debit Card,15/01/2021,Istinye Park,000-35-5593,False
I121925,DCI217359,Male,35,Clothing,2,600.16,Cash,4/5/2022,Kanyon,000-83-8728,True
I320130,GXE053644,Male,25,Technology,5,5250.0,Credit Card,17/02/2021,Metropol AVM,000-56-1032,True
I624905,TRR609437,Male,39,Clothing,2,600.16,Debit Card,27/05/2022,Metropol AVM,000-56-3295,True
I237699,BZE160105,Female,42,Toys,5,179.2,Credit Card,8/11/2022,Metrocity,000-90-2537,False
I280122,JEL399230,Male,22,Technology,2,2100.0,Debit Card,5/12/2021,Kanyon,000-17-2795,True
I243840,WAB478499,Female,38,Clothing,2,600.16,Cash,31/12/2022,Forum Istanbul,000-81-3742,False
I162706,FQX185439,Male,34,Books,2,30.3,Cash,17/05/2021,Metrocity,000-93-6096,False
I204316,JCF914847,Male,54,Food & Beverage,4,20.92,Debit Card,1/10/2021,Emaar Square Mall,000-40-4459,False
I281317,PBY704402,Male,65,Clothing,3,900.24,Debit Card,26/01/2022,Mall of Istanbul,000-29-4507,False
I323066,YMN008330,Female,20,Food & Beverage,4,20.92,Credit Card,6/1/2022,Metrocity,000-91-9889,True
I849745,CJD077053,Female,40,Clothing,2,600.16,Cash,2/7/2022,Emaar Square Mall,000-52-0147,False
I113875,IQW218003,Male,29,Clothing,2,600.16,Credit Card,16/05/2022,Viaport Outlet,000-20-5230,False
I250995,UAZ475788,Male,32,Clothing,3,900.24,Cash,31/10/2021,Zorlu Center,000-31-8723,False
I112453,NFP740399,Female,23,Toys,1,35.84,Cash,18/12/2022,Metrocity,000-11-0865,False
I167186,IAN814722,Male,66,Cosmetics,5,203.3,Credit Card,6/10/2021,Forum Istanbul,000-63-4309,True
I201162,SPB226412,Female,36,Toys,5,179.2,Debit Card,4/6/2021,Zorlu Center,000-77-6701,False
I310698,XWP996603,Female,37,Clothing,3,900.24,Debit Card,24/05/2022,Emaar Square Mall,000-25-5139,True
I187928,IWI008456,Female,61,Cosmetics,2,81.32,Credit Card,21/06/2021,Metrocity,000-67-7482,True
I219493,ZOH565715,Female,33,Food & Beverage,4,20.92,Cash,11/9/2022,Kanyon,000-85-9534,True
I325280,OXJ828719,Male,36,Shoes,1,600.17,Credit Card,8/2/2021,Istinye Park,000-37-3030,False
I215776,OVL066036,Male,36,Cosmetics,1,40.66,Cash,31/10/2021,Metrocity,000-44-6600,False
I182697,MHC529917,Female,34,Shoes,1,600.17,Debit Card,21/12/2021,Kanyon,000-89-6557,False
I108836,BNW648749,Female,33,Clothing,3,900.24,Cash,4/5/2022,Metropol AVM,000-98-4356,False
I280262,WZZ809451,Male,27,Toys,5,179.2,Debit Card,18/11/2021,Mall of Istanbul,000-87-2792,True
I171865,PRH849726,Male,48,Souvenir,2,23.46,Cash,12/9/2021,Emaar Square Mall,000-76-9654,False
I566991,WOY943142,Female,42,Shoes,3,1800.51,Cash,9/2/2022,Kanyon,000-65-3295,False
I199171,HSK861143,Female,44,Toys,2,71.68,Credit Card,14/03/2022,Kanyon,000-77-9216,True
I126385,NVL585753,Male,57,Clothing,1,300.08,Credit Card,6/7/2022,Forum Istanbul,000-83-6744,False
I248358,PRX569279,Female,23,Toys,4,143.36,Credit Card,7/5/2022,Metropol AVM,000-75-0177,False
I252226,XDC625356,Female,49,Clothing,3,900.24,Cash,14/01/2022,Metrocity,000-23-3027,True
I182716,SMD867310,Female,40,Cosmetics,2,81.32,Credit Card,30/01/2022,Kanyon,000-63-6179,True
I204148,IMK223535,Male,68,Clothing,5,1500.4,Credit Card,3/4/2022,Forum Istanbul,000-82-3156,False
I242622,XEJ778780,Male,22,Shoes,3,1800.51,Cash,14/10/2021,Zorlu Center,000-16-0555,False
I742615,PAQ790343,Female,38,Clothing,3,900.24,Credit Card,21/11/2021,Forum Istanbul,000-50-5100,False
I249601,JUS504437,Female,27,Clothing,4,1200.32,Debit Card,26/03/2022,Metropol AVM,000-67-6599,True
I693375,NQI176790,Male,49,Cosmetics,2,81.32,Cash,22/07/2021,Zorlu Center,000-45-2765,False
I311866,LAF415698,Male,64,Shoes,1,600.17,Credit Card,26/10/2021,Emaar Square Mall,000-46-4456,True
I331786,AWJ380522,Male,25,Food & Beverage,5,26.15,Cash,8/7/2022,Viaport Outlet,000-49-2325,False
I234103,XUJ265581,Female,52,Clothing,2,600.16,Credit Card,14/06/2021,Mall of Istanbul,000-81-2921,True
I321546,XKC440785,Male,43,Books,1,15.15,Credit Card,21/02/2023,Kanyon,000-79-1480,True
I113166,MPH812528,Female,31,Clothing,5,1500.4,Debit Card,13/10/2021,Forum Istanbul,000-75-3141,False
I728980,KNS795526,Male,37,Books,3,45.45,Credit Card,18/05/2021,Viaport Outlet,000-29-5526,False
I118792,IAD555700,Female,64,Technology,4,4200.0,Cash,4/8/2021,Metrocity,000-56-1349,True
I271767,BLH304913,Female,19,Food & Beverage,2,10.46,Cash,4/5/2022,Emaar Square Mall,000-30-6151,False
I101829,SQM015756,Female,52,Technology,2,2100.0,Credit Card,25/11/2021,Istinye Park,000-60-9732,False
I124533,ZZF657438,Male,33,Cosmetics,3,121.98,Cash,8/1/2022,Kanyon,000-18-7935,True
I155663,XPV242979,Male,60,Clothing,5,1500.4,Cash,19/01/2021,Istinye Park,000-92-8793,False
I346520,UKS238919,Male,56,Technology,5,5250.0,Debit Card,20/04/2021,Mall of Istanbul,000-33-7191,False
I446432,ABU966107,Female,37,Technology,5,5250.0,Cash,6/6/2021,Mall of Istanbul,000-30-9922,True
I280040,FAH836906,Male,43,Food & Beverage,1,5.23,Cash,8/4/2022,Cevahir AVM,000-68-3034,True
I404735,FLL907573,Female,39,Clothing,4,1200.32,Credit Card,29/07/2021,Metropol AVM,000-24-3918,False
I852794,FWW071747,Female,23,Cosmetics,1,40.66,Cash,7/12/2021,Metrocity,000-65-0363,False
I187290,REQ063798,Male,23,Shoes,1,600.17,Cash,10/7/2022,Metrocity,000-81-6456,True
I729986,TBI700551,Female,65,Clothing,2,600.16,Credit Card,29/05/2022,Forum Istanbul,000-64-0316,False
I173583,OEQ913195,Female,51,Clothing,4,1200.32,Cash,8/11/2022,Cevahir AVM,000-31-2115,True
I324019,OBP044282,Female,58,Toys,1,35.84,Debit Card,31/03/2022,Viaport Outlet,000-85-6591,True
I315551,BEL083133,Male,42,Clothing,4,1200.32,Cash,17/01/2022,Kanyon,000-39-1214,False
I792507,PGC645657,Female,28,Food & Beverage,3,15.69,Credit Card,18/06/2021,Metrocity,000-62-5826,False
I161335,EEO572651,Female,62,Food & Beverage,1,5.23,Cash,18/08/2021,Cevahir AVM,000-16-1919,True
I156803,EMN236299,Female,34,Cosmetics,2,81.32,Credit Card,21/08/2021,Mall of Istanbul,000-33-4506,False
I619628,FYE972777,Male,67,Cosmetics,1,40.66,Cash,15/02/2022,Metrocity,000-17-4847,False
I322809,UBV397723,Male,25,Clothing,2,600.16,Cash,9/4/2021,Metropol AVM,000-95-0162,True
I153955,IOI520186,Female,67,Shoes,2,1200.34,Cash,22/06/2021,Mall of Istanbul,000-96-3422,True
I287309,KOF871471,Female,41,Shoes,4,2400.68,Credit Card,3/7/2022,Emaar Square Mall,000-49-1586,True
I576934,OUZ679087,Male,54,Shoes,4,2400.68,Credit Card,10/9/2021,Istinye Park,000-71-6843,True
I304423,TXH786892,Male,43,Books,2,30.3,Cash,25/01/2023,Mall of Istanbul,000-10-7997,False
I465738,JDF775872,Female,31,Books,3,45.45,Cash,21/05/2021,Cevahir AVM,000-24-3284,False
I157388,SUI856336,Male,34,Food & Beverage,3,15.69,Debit Card,8/3/2022,Metrocity,000-73-7820,True
I127594,WAS997561,Male,32,Clothing,2,600.16,Cash,25/04/2022,Mall of Istanbul,000-71-3548,False
I151014,JTK843696,Female,25,Books,1,15.15,Credit Card,25/05/2021,Mall of Istanbul,000-76-6204,True
I763301,DTM936733,Male,38,Shoes,4,2400.68,Cash,9/1/2023,Istinye Park,000-48-0361,True
I219396,YTQ326546,Male,22,Clothing,4,1200.32,Cash,13/10/2022,Kanyon,000-43-7629,True
I237647,MRK908321,Male,25,Technology,4,4200.0,Credit Card,22/10/2022,Forum Istanbul,000-13-4451,True
I269977,PMX143698,Female,49,Books,2,30.3,Cash,1/9/2022,Zorlu Center,000-29-0709,False
I263421,KBP981092,Female,63,Clothing,5,1500.4,Cash,29/04/2021,Istinye Park,000-94-8906,True
I193205,ZUP007765,Male,59,Cosmetics,2,81.32,Cash,4/2/2021,Emaar Square Mall,000-64-6623,False
I247345,RLW921456,Female,39,Cosmetics,4,162.64,Credit Card,23/01/2022,Viaport Outlet,000-48-8087,True
I452371,LZB750969,Female,68,Cosmetics,3,121.98,Cash,22/06/2021,Kanyon,000-77-6858,False
I130002,LPD417878,Female,26,Food & Beverage,3,15.69,Credit Card,6/2/2022,Forum Istanbul,000-34-5960,False
I115922,XVU335635,Female,25,Clothing,3,900.24,Cash,10/4/2022,Viaport Outlet,000-99-9724,False
I334211,TEK323844,Male,63,Clothing,3,900.24,Cash,14/08/2021,Cevahir AVM,000-97-4392,True
I190771,TMP130331,Female,46,Clothing,2,600.16,Cash,24/08/2021,Cevahir AVM,000-41-0224,False
I308735,CYE068571,Female,28,Cosmetics,4,162.64,Debit Card,18/07/2022,Forum Istanbul,000-99-1244,True
I278675,VIW356659,Female,61,Toys,3,107.52,Cash,7/9/2022,Mall of Istanbul,000-29-2120,False
I324051,QIG773335,Male,59,Souvenir,2,23.46,Credit Card,24/04/2022,Mall of Istanbul,000-59-9902,True
I259227,XBW234882,Female,62,Shoes,2,1200.34,Credit Card,9/1/2022,Viaport Outlet,000-48-1931,False
I245706,SQT243204,Female,44,Clothing,4,1200.32,Cash,12/4/2022,Metropol AVM,000-51-3997,True
I331239,CIT096310,Female,63,Toys,3,107.52,Debit Card,6/6/2022,Mall of Istanbul,000-94-5297,False
I181980,WBR779513,Female,66,Cosmetics,5,203.3,Debit Card,8/11/2022,Metropol AVM,000-42-3247,False
I157899,YSC129435,Male,37,Cosmetics,4,162.64,Cash,18/08/2022,Zorlu Center,000-25-8264,False
I177066,EKZ333813,Female,64,Cosmetics,4,162.64,Cash,8/4/2021,Kanyon,000-70-0209,True
I335165,WCG840630,Female,42,Shoes,3,1800.51,Credit Card,6/9/2022,Kanyon,000-92-5680,True
I831978,YSB510161,Female,54,Food & Beverage,5,26.15,Credit Card,4/6/2022,Kanyon,000-15-9004,False
I968835,LVF999764,Male,44,Souvenir,3,35.19,Credit Card,10/11/2022,Mall of Istanbul,000-30-2401,False
I228663,YWZ682187,Male,49,Clothing,5,1500.4,Cash,9/8/2022,Mall of Istanbul,000-18-6662,False
I304738,CDW849582,Female,59,Food & Beverage,1,5.23,Cash,6/1/2023,Kanyon,000-27-6140,True
I107308,BPY405250,Male,18,Food & Beverage,1,5.23,Debit Card,25/02/2022,Metrocity,000-89-3637,True
I299412,XHU405752,Male,32,Toys,1,35.84,Credit Card,28/04/2022,Istinye Park,000-32-2962,False
I114115,AIG530089,Male,58,Clothing,3,900.24,Cash,21/09/2022,Kanyon,000-45-0142,False
I339396,NZL056793,Female,29,Technology,1,1050.0,Cash,5/3/2021,Kanyon,000-76-4828,True
I195900,LVR918126,Female,26,Toys,2,71.68,Cash,24/01/2021,Mall of Istanbul,000-91-0269,True
I126334,DZQ574216,Female,19,Clothing,3,900.24,Debit Card,16/09/2022,Mall of Istanbul,000-93-8158,False
I126712,DDG744290,Female,64,Souvenir,1,11.73,Credit Card,9/5/2022,Emaar Square Mall,000-47-9407,False
I110896,PQR704995,Male,65,Souvenir,3,35.19,Debit Card,16/08/2021,Istinye Park,000-35-8696,False
I240331,FVI918122,Female,19,Food & Beverage,4,20.92,Credit Card,5/2/2022,Kanyon,000-41-4341,True
I167775,TBP578722,Male,23,Cosmetics,5,203.3,Cash,6/2/2021,Forum Istanbul,000-20-6669,False
I307088,IOO682498,Female,26,Food & Beverage,3,15.69,Cash,7/5/2022,Mall of Istanbul,000-27-3972,False
I282316,DHK492189,Female,39,Clothing,2,600.16,Credit Card,21/10/2022,Metropol AVM,000-28-5248,True
I736022,UUW256229,Female,61,Souvenir,3,35.19,Cash,6/1/2023,Metropol AVM,000-92-2176,True
I625016,AJS754836,Female,65,Souvenir,3,35.19,Credit Card,27/10/2022,Metrocity,000-75-8186,False
I401285,AUT830662,Female,63,Shoes,1,600.17,Cash,30/01/2023,Zorlu Center,000-45-5050,False
I369721,WRX118860,Male,25,Clothing,2,600.16,Debit Card,25/08/2021,Emaar Square Mall,000-13-2297,True
I152311,CLA597292,Male,21,Clothing,2,600.16,Cash,21/06/2022,Metrocity,000-82-1840,False
I217469,JIG989072,Female,39,Clothing,4,1200.32,Cash,6/2/2023,Metropol AVM,000-35-3452,True
I589850,KWE105390,Female,44,Shoes,5,3000.85,Cash,25/09/2021,Metropol AVM,000-27-2487,True
I131844,UTR352245,Female,25,Clothing,5,1500.4,Cash,16/06/2021,Metrocity,000-71-6930,True
I278019,KAS895076,Male,55,Clothing,2,600.16,Credit Card,27/03/2021,Cevahir AVM,000-12-3391,False
I277505,IRO232949,Female,38,Clothing,3,900.24,Debit Card,29/10/2022,Metropol AVM,000-85-2953,False
I179922,LFI316838,Female,45,Food & Beverage,5,26.15,Cash,5/3/2021,Metropol AVM,000-25-9219,True
I199833,BSI565943,Female,55,Clothing,5,1500.4,Credit Card,15/11/2021,Istinye Park,000-23-6729,True
I381515,MLH829347,Male,68,Cosmetics,4,162.64,Cash,23/01/2023,Mall of Istanbul,000-51-8200,False
I202369,ZEE917548,Female,62,Books,5,75.75,Credit Card,12/2/2021,Kanyon,000-14-6364,True
I556186,KUR936476,Male,54,Clothing,5,1500.4,Cash,16/06/2022,Viaport Outlet,000-43-3495,False
I253883,HSN570711,Male,62,Clothing,1,300.08,Cash,12/1/2022,Kanyon,000-90-8387,True
I235811,STY221463,Male,64,Clothing,3,900.24,Debit Card,3/4/2022,Forum Istanbul,000-57-5434,False
I309408,OKS752296,Male,55,Clothing,1,300.08,Cash,19/07/2021,Cevahir AVM,000-18-2274,False
I276504,VRJ430814,Female,23,Clothing,4,1200.32,Cash,14/07/2022,Metrocity,000-88-9533,False
I979748,LMW335003,Female,69,Clothing,1,300.08,Cash,29/03/2022,Mall of Istanbul,000-74-6951,True
I182243,QPA283648,Female,29,Clothing,2,600.16,Credit Card,27/02/2021,Mall of Istanbul,000-61-3867,False
I208229,XNK444179,Female,53,Cosmetics,1,40.66,Credit Card,2/10/2021,Istinye Park,000-24-8467,True
I140419,SPI558451,Female,31,Technology,5,5250.0,Cash,1/12/2022,Mall of Istanbul,000-97-0494,False
I195759,NDM202253,Female,46,Cosmetics,1,40.66,Debit Card,29/03/2021,Kanyon,000-51-8331,True
I138522,BXK804213,Male,58,Cosmetics,2,81.32,Cash,18/08/2022,Kanyon,000-41-0137,True
