invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,ssn,is_restricted
I111759,C111831,Male,25,Cosmetics,4,162.64,Cash,14/09/2022,Mall of Istanbul,000-52-6319,False
I668785,C129084,Male,37,Clothing,5,1500.4,Credit Card,24/03/2022,Istinye Park,000-27-3087,False
I363672,C331022,Female,26,Clothing,5,1500.4,Debit Card,25/12/2022,Cevahir AVM,000-83-4652,True
I295553,C293765,Male,31,Clothing,5,1500.4,Debit Card,14/08/2021,Kanyon,000-73-6816,False
I326995,C182859,Female,23,Clothing,4,1200.32,Cash,11/9/2021,Kanyon,000-49-6693,True
I628865,C295171,Male,58,Cosmetics,2,81.32,Cash,13/01/2023,Metrocity,000-88-1031,True
I268139,C121416,Female,22,Shoes,1,600.17,Credit Card,21/07/2021,Kanyon,000-46-5524,False
I589943,C214400,Male,28,Books,5,75.75,Debit Card,29/10/2022,Metrocity,000-68-8359,True
I191911,C497635,Female,48,Cosmetics,5,203.3,Cash,1/11/2022,Cevahir AVM,000-57-0112,True
I127812,C335110,Male,23,Shoes,4,2400.68,Cash,12/1/2023,Emaar Square Mall,000-84-5509,False
I122660,C275604,Male,47,Shoes,1,600.17,Cash,3/7/2021,Viaport Outlet,000-25-9868,False
I250511,C279396,Female,53,Cosmetics,5,203.3,Debit Card,9/9/2022,Kanyon,000-80-0474,False
I393236,C730003,Female,55,Shoes,3,1800.51,Cash,5/7/2022,Kanyon,000-85-5126,True
I388484,C822975,Female,28,Books,5,75.75,Cash,17/05/2022,Metropol AVM,000-86-1001,False
I236534,C311265,Female,29,Food & Beverage,3,15.69,Credit Card,5/11/2022,Metropol AVM,000-55-6162,False
I333737,C298579,Female,69,Shoes,3,1800.51,Cash,13/12/2021,Istinye Park,000-12-3525,False
I559452,C152682,Female,33,Clothing,1,300.08,Credit Card,11/6/2022,Forum Istanbul,000-26-6385,False
I267885,C902280,Female,39,Clothing,1,300.08,Cash,3/6/2022,Cevahir AVM,000-61-2195,True
I277697,C107988,Female,68,Souvenir,4,46.92,Debit Card,3/10/2021,Viaport Outlet,000-98-5572,False
I596644,C215308,Male,22,Books,1,15.15,Debit Card,17/02/2022,Kanyon,000-22-0896,False
I555491,C536112,Male,36,Shoes,3,1800.51,Credit Card,23/04/2021,Emaar Square Mall,000-39-1589,False
I579864,C261877,Male,43,Food & Beverage,1,5.23,Cash,23/03/2021,Mall of Istanbul,000-56-4064,False
I221099,C103153,Female,57,Toys,2,71.68,Cash,1/7/2021,Metrocity,000-13-8342,False
I475578,C331871,Female,54,Clothing,3,900.24,Cash,19/01/2022,Metropol AVM,000-69-0548,False
I181779,C123374,Male,69,Clothing,5,1500.4,Credit Card,19/02/2022,Zorlu Center,000-40-3717,True
I238713,C768070,Male,46,Cosmetics,4,162.64,Credit Card,30/06/2022,Metrocity,000-10-2657,False
I985613,C331480,Female,49,Food & Beverage,2,10.46,Credit Card,9/12/2021,Metrocity,000-45-6722,False
I280126,C160694,Female,30,Clothing,2,600.16,Cash,21/02/2023,Kanyon,000-71-7871,True
I175990,C413910,Female,56,Food & Beverage,2,10.46,Credit Card,14/04/2021,Metrocity,000-63-6880,True
I642770,C337690,Female,29,Clothing,1,300.08,Credit Card,24/02/2023,Metropol AVM,000-80-9092,False
I699650,C263699,Male,31,Food & Beverage,3,15.69,Cash,30/12/2021,Kanyon,000-67-0086,False
I201601,C161674,Male,24,Toys,4,143.36,Cash,19/10/2021,Kanyon,000-64-4812,False
I909437,C882321,Female,69,Books,1,15.15,Cash,25/09/2021,Kanyon,000-21-0927,False
I115647,C586670,Female,23,Souvenir,2,23.46,Cash,29/09/2022,Kanyon,000-75-0875,False
I117311,C105389,Female,46,Cosmetics,3,121.98,Credit Card,16/08/2021,Metropol AVM,000-89-1087,True
I425971,C103180,Female,36,Clothing,2,600.16,Credit Card,2/5/2021,Istinye Park,000-10-7697,False
I414746,C137977,Female,26,Food & Beverage,2,10.46,Credit Card,7/1/2021,Viaport Outlet,000-93-2556,True
I152274,C155088,Female,28,Cosmetics,3,121.98,Cash,3/4/2021,Metropol AVM,000-82-7108,False
I120969,C262512,Male,50,Toys,2,71.68,Credit Card,15/11/2021,Istinye Park,000-73-2803,False
I272741,C147170,Female,30,Cosmetics,3,121.98,Cash,5/10/2022,Cevahir AVM,000-32-4649,False
I115594,C218260,Female,67,Clothing,3,900.24,Credit Card,9/2/2022,Metrocity,000-77-5549,True
I321963,C121219,Female,36,Clothing,1,300.08,Cash,31/10/2022,Kanyon,000-54-1891,False
I144202,C890372,Male,45,Clothing,5,1500.4,Cash,6/1/2021,Mall of Istanbul,000-53-7340,True
I766507,C227475,Male,59,Clothing,5,1500.4,Cash,21/10/2022,Viaport Outlet,000-14-3320,False
I238186,C914609,Male,39,Clothing,1,300.08,Credit Card,23/03/2021,Metrocity,000-43-3326,False
I114896,C826899,Female,22,Clothing,4,1200.32,Credit Card,4/2/2022,Mall of Istanbul,000-46-9394,True
I252693,C114729,Male,52,Technology,5,5250.0,Cash,22/08/2021,Mall of Istanbul,000-21-7193,False
I280724,C303447,Male,21,Clothing,1,300.08,Credit Card,6/9/2021,Istinye Park,000-19-0819,False
I179156,C960701,Female,56,Clothing,2,600.16,Credit Card,21/01/2023,Kanyon,000-16-3821,True
I690921,C340230,Female,28,Clothing,2,600.16,Credit Card,6/6/2022,Cevahir AVM,000-93-5615,False
I322955,C253064,Female,69,Clothing,2,600.16,Credit Card,4/4/2022,Metrocity,000-73-0668,False
I297296,C178652,Male,41,Toys,3,107.52,Cash,4/1/2021,Viaport Outlet,000-52-8748,True
I321494,C463180,Male,64,Cosmetics,3,121.98,Debit Card,23/08/2022,Metropol AVM,000-39-3592,False
I216370,C230429,Female,65,Souvenir,3,35.19,Debit Card,24/10/2021,Istinye Park,000-92-5047,True
I204314,C723959,Female,24,Clothing,5,1500.4,Credit Card,18/10/2021,Kanyon,000-85-4601,True
I295094,C276222,Female,46,Cosmetics,1,40.66,Credit Card,29/10/2021,Kanyon,000-41-7991,False
I264768,C308235,Female,26,Cosmetics,2,81.32,Cash,29/10/2021,Kanyon,000-46-8039,False
I259818,C173193,Female,37,Clothing,3,900.24,Cash,11/11/2022,Mall of Istanbul,000-57-0964,True
I696971,C292401,Female,56,Clothing,3,900.24,Debit Card,25/03/2021,Metrocity,000-64-3409,True
I272651,C228599,Female,66,Shoes,3,1800.51,Credit Card,28/01/2022,Istinye Park,000-61-9150,True
I213184,C156524,Female,42,Clothing,3,900.24,Credit Card,13/10/2021,Emaar Square Mall,000-53-3418,True
I276907,C285684,Female,31,Clothing,1,300.08,Cash,23/11/2021,Istinye Park,000-82-3015,True
I214307,C104404,Male,37,Shoes,2,1200.34,Cash,17/01/2023,Metropol AVM,000-74-6536,True
I241176,C151191,Male,31,Food & Beverage,2,10.46,Credit Card,22/09/2022,Metropol AVM,000-36-6157,False
I296649,C122255,Female,30,Shoes,5,3000.85,Credit Card,5/5/2021,Mall of Istanbul,000-84-3808,False
I234362,C211570,Female,46,Clothing,1,300.08,Cash,5/11/2021,Emaar Square Mall,000-42-1310,False
I247871,C611525,Male,64,Clothing,1,300.08,Cash,27/02/2023,Metropol AVM,000-18-5961,True
I309318,C715882,Male,69,Books,2,30.3,Debit Card,14/05/2022,Metropol AVM,000-27-5833,True
I177901,C171659,Female,19,Clothing,4,1200.32,Credit Card,26/04/2021,Cevahir AVM,000-63-4407,True
I199056,C519099,Male,59,Shoes,5,3000.85,Cash,3/11/2021,Metrocity,000-22-6542,False
I245723,C110083,Female,66,Clothing,2,600.16,Cash,26/07/2022,Forum Istanbul,000-55-0806,True
I241888,C226609,Female,66,Toys,5,179.2,Cash,6/5/2022,Mall of Istanbul,000-65-4863,False
I367747,C226401,Female,28,Clothing,2,600.16,Debit Card,25/10/2021,Mall of Istanbul,000-37-3726,True
I771642,C221669,Female,57,Clothing,1,300.08,Cash,10/3/2022,Metropol AVM,000-13-5656,False
I108733,C440375,Female,54,Food & Beverage,2,10.46,Debit Card,12/1/2022,Kanyon,000-47-0999,False
I134281,C102332,Female,39,Toys,3,107.52,Credit Card,21/06/2022,Mall of Istanbul,000-61-9338,False
I332916,C277235,Female,36,Cosmetics,1,40.66,Debit Card,18/09/2021,Forum Istanbul,000-64-6058,False
I327124,C943017,Female,48,Food & Beverage,2,10.46,Debit Card,11/8/2021,Mall of Istanbul,000-22-4520,False
I203352,C220966,Female,31,Food & Beverage,5,26.15,Credit Card,24/05/2022,Metrocity,000-75-2307,False
I126059,C461549,Male,34,Shoes,4,2400.68,Credit Card,16/04/2021,Mall of Istanbul,000-59-9142,False
I282288,C212489,Female,56,Cosmetics,5,203.3,Cash,10/11/2022,Mall of Istanbul,000-32-7472,True
I343384,C210935,Female,60,Clothing,5,1500.4,Cash,3/3/2022,Metropol AVM,000-28-5554,False
I226205,C218359,Female,45,Clothing,1,300.08,Debit Card,16/01/2023,Kanyon,000-62-4038,False
I296616,C199468,Male,18,Cosmetics,4,162.64,Cash,4/10/2022,Emaar Square Mall,000-89-4058,True
I139449,C278626,Female,44,Cosmetics,4,162.64,Credit Card,29/11/2021,Metropol AVM,000-14-1023,False
I232286,C732807,Female,35,Cosmetics,1,40.66,Credit Card,31/05/2021,Mall of Istanbul,000-84-2423,False
I199449,C356898,Male,32,Souvenir,4,46.92,Credit Card,18/02/2021,Metropol AVM,000-97-2541,False
I103472,C113553,Female,55,Clothing,5,1500.4,Debit Card,14/01/2022,Emaar Square Mall,000-45-1189,False
I213214,C157628,Male,25,Technology,3,3150.0,Credit Card,21/08/2021,Metrocity,000-21-7768,False
I156722,C336228,Female,49,Clothing,2,600.16,Cash,23/02/2023,Mall of Istanbul,000-70-1936,False
I956804,C196123,Female,59,Clothing,2,600.16,Cash,31/07/2021,Mall of Istanbul,000-57-5766,True
I266047,C255657,Female,40,Food & Beverage,2,10.46,Cash,17/05/2021,Kanyon,000-34-7029,False
I869783,C231230,Female,64,Clothing,5,1500.4,Cash,2/10/2022,Metrocity,000-72-3967,True
I921225,C146859,Female,49,Shoes,4,2400.68,Debit Card,20/02/2023,Mall of Istanbul,000-24-7921,False
I338424,C280468,Female,28,Clothing,4,1200.32,Debit Card,16/08/2022,Kanyon,000-47-2568,False
I177561,C294466,Male,49,Clothing,5,1500.4,Credit Card,21/02/2023,Kanyon,000-18-1707,True
I223531,C165388,Male,40,Clothing,2,600.16,Cash,27/12/2021,Cevahir AVM,000-53-2166,False
I278459,C217042,Female,34,Shoes,2,1200.34,Cash,18/01/2021,Kanyon,000-23-9507,True
I869574,C278516,Male,58,Souvenir,2,23.46,Credit Card,17/10/2022,Viaport Outlet,000-90-2604,False
I309209,C107557,Female,63,Toys,5,179.2,Credit Card,13/10/2021,Cevahir AVM,000-65-9855,False
I103532,C297564,Male,63,Food & Beverage,5,26.15,Debit Card,13/07/2021,Forum Istanbul,000-40-6878,True
I293251,C111227,Female,52,Clothing,5,1500.4,Debit Card,28/02/2023,Emaar Square Mall,000-10-9466,True
I114243,C280387,Female,40,Toys,4,143.36,Credit Card,24/04/2021,Mall of Istanbul,000-85-8114,False
I162455,C562622,Male,25,Clothing,1,300.08,Cash,19/01/2021,Metrocity,000-15-7701,True
I145261,C223516,Female,19,Food & Beverage,2,10.46,Cash,10/4/2022,Viaport Outlet,000-34-6076,False
I160465,C149987,Female,30,Clothing,1,300.08,Credit Card,31/10/2022,Mall of Istanbul,000-56-1641,True
I149987,C336968,Female,58,Clothing,4,1200.32,Cash,9/1/2021,Mall of Istanbul,000-39-1535,False
I419650,C239396,Male,60,Food & Beverage,4,20.92,Cash,18/10/2022,Kanyon,000-13-3941,False
I815685,C149041,Male,56,Cosmetics,3,121.98,Cash,24/06/2022,Viaport Outlet,000-90-9314,False
I396446,C273656,Female,54,Clothing,5,1500.4,Credit Card,22/09/2021,Metrocity,000-78-7018,False
I137678,C303183,Male,24,Toys,3,107.52,Credit Card,28/10/2021,Kanyon,000-79-8525,False
I466828,C267108,Male,25,Cosmetics,2,81.32,Debit Card,30/01/2021,Forum Istanbul,000-64-3186,False
I312974,C846639,Male,23,Clothing,5,1500.4,Debit Card,15/09/2021,Mall of Istanbul,000-52-9749,False
I320427,C795778,Male,44,Food & Beverage,2,10.46,Credit Card,10/2/2021,Metropol AVM,000-47-1645,False
I115235,C957467,Female,31,Food & Beverage,2,10.46,Credit Card,19/11/2022,Emaar Square Mall,000-28-3690,False
I268072,C300101,Female,53,Cosmetics,4,162.64,Debit Card,23/11/2022,Cevahir AVM,000-11-7739,False
I243017,C280023,Male,23,Food & Beverage,5,26.15,Credit Card,2/4/2021,Metrocity,000-55-6206,True
I167310,C277935,Male,69,Clothing,5,1500.4,Credit Card,6/3/2023,Mall of Istanbul,000-67-4943,False
I132054,C829996,Male,60,Clothing,2,600.16,Cash,4/5/2021,Zorlu Center,000-50-4083,False
I326376,C104799,Female,50,Books,3,45.45,Cash,18/02/2023,Mall of Istanbul,000-69-8019,True
I428865,C314942,Male,48,Clothing,2,600.16,Cash,28/12/2021,Metropol AVM,000-14-9952,True
I149025,C585595,Male,58,Clothing,5,1500.4,Debit Card,28/02/2023,Forum Istanbul,000-60-4154,True
I248444,C882184,Male,23,Clothing,5,1500.4,Cash,24/07/2021,Forum Istanbul,000-29-2239,False
I294382,C411934,Male,31,Clothing,3,900.24,Cash,20/10/2022,Mall of Istanbul,000-56-6776,True
I325645,C144297,Female,39,Technology,5,5250.0,Cash,28/01/2023,Metrocity,000-36-8327,True
I183984,C257183,Female,53,Shoes,1,600.17,Cash,18/07/2021,Kanyon,000-56-1112,False
I242201,C313000,Female,46,Cosmetics,2,81.32,Credit Card,13/02/2021,Kanyon,000-65-0467,False
I147129,C816641,Male,22,Books,3,45.45,Cash,2/8/2021,Metropol AVM,000-35-1793,False
I580531,C297460,Male,22,Cosmetics,1,40.66,Credit Card,26/02/2022,Cevahir AVM,000-29-1042,False
I303083,C277635,Female,63,Technology,5,5250.0,Debit Card,2/5/2022,Kanyon,000-89-1330,True
I203668,C163887,Male,44,Food & Beverage,4,20.92,Credit Card,12/10/2022,Mall of Istanbul,000-48-4338,True
I764917,C710581,Female,19,Cosmetics,2,81.32,Credit Card,28/01/2023,Zorlu Center,000-26-3143,False
I332385,C276439,Female,64,Cosmetics,4,162.64,Cash,31/07/2022,Kanyon,000-79-1291,True
I171140,C103414,Male,27,Shoes,3,1800.51,Cash,20/05/2021,Kanyon,000-49-5430,True
I983784,C273398,Female,32,Cosmetics,3,121.98,Credit Card,21/07/2021,Viaport Outlet,000-45-0929,True
I231150,C123501,Female,23,Food & Beverage,2,10.46,Debit Card,15/02/2023,Metrocity,000-41-2261,False
I218261,C307465,Female,64,Cosmetics,4,162.64,Credit Card,17/02/2021,Metrocity,000-71-4453,False
I112581,C284203,Male,59,Clothing,3,900.24,Credit Card,27/11/2022,Kanyon,000-23-5613,True
I312114,C316291,Male,68,Clothing,3,900.24,Credit Card,21/11/2022,Metrocity,000-42-7096,False
I220848,C159368,Female,51,Clothing,4,1200.32,Debit Card,8/6/2022,Metropol AVM,000-42-2999,True
I224692,C746738,Male,61,Clothing,4,1200.32,Cash,26/05/2022,Forum Istanbul,000-29-5963,True
I205169,C326946,Female,37,Technology,5,5250.0,Credit Card,30/09/2021,Kanyon,000-57-9308,False
I187395,C178761,Female,22,Clothing,5,1500.4,Cash,2/10/2021,Istinye Park,000-27-2235,False
I205924,C269543,Male,28,Clothing,3,900.24,Cash,26/12/2022,Kanyon,000-73-1212,True
I154227,C164676,Male,44,Clothing,2,600.16,Credit Card,9/8/2022,Emaar Square Mall,000-89-3002,True
I181554,C329181,Female,40,Clothing,4,1200.32,Cash,23/08/2021,Emaar Square Mall,000-90-0154,False
I584380,C312632,Female,27,Cosmetics,4,162.64,Debit Card,8/10/2022,Zorlu Center,000-70-4958,False
I295898,C269702,Male,62,Clothing,5,1500.4,Cash,20/05/2022,Kanyon,000-45-1281,False
I234316,C123782,Female,33,Souvenir,1,11.73,Cash,1/11/2022,Metrocity,000-95-1729,True
I158938,C132682,Female,56,Cosmetics,5,203.3,Cash,1/5/2021,Forum Istanbul,000-47-8487,False
I130642,C288437,Female,47,Shoes,2,1200.34,Debit Card,14/02/2023,Kanyon,000-59-2680,False
I160008,C710847,Female,67,Clothing,5,1500.4,Debit Card,8/8/2022,Kanyon,000-87-7977,False
I191882,C179454,Female,64,Food & Beverage,4,20.92,Credit Card,20/06/2021,Metrocity,000-75-3098,False
I197051,C444465,Male,32,Food & Beverage,1,5.23,Credit Card,2/3/2023,Metropol AVM,000-26-8259,True
I631510,C232150,Female,37,Clothing,5,1500.4,Cash,14/06/2021,Istinye Park,000-46-5294,True
I945930,C392390,Female,63,Souvenir,1,11.73,Credit Card,3/4/2022,Kanyon,000-34-8532,False
I130993,C100236,Female,59,Clothing,2,600.16,Debit Card,24/02/2023,Metropol AVM,000-24-2711,False
I194332,C294865,Male,54,Clothing,4,1200.32,Cash,27/11/2021,Metropol AVM,000-83-2044,False
I239555,C405075,Male,56,Souvenir,2,23.46,Credit Card,19/02/2023,Metrocity,000-90-7111,True
I309598,C281431,Male,39,Cosmetics,4,162.64,Cash,5/6/2022,Mall of Istanbul,000-65-0937,False
I325731,C165673,Female,61,Cosmetics,2,81.32,Cash,7/4/2021,Cevahir AVM,000-44-0195,False
I948234,C168053,Male,58,Cosmetics,1,40.66,Credit Card,12/10/2021,Metrocity,000-98-0448,False
I840800,C213218,Male,51,Clothing,4,1200.32,Cash,26/01/2021,Emaar Square Mall,000-84-9130,False
I950545,C166351,Female,18,Clothing,4,1200.32,Credit Card,26/07/2022,Viaport Outlet,000-84-3688,False
I372728,C941897,Male,66,Souvenir,1,11.73,Cash,5/6/2022,Emaar Square Mall,000-64-8880,True
I289163,C302356,Male,44,Clothing,2,600.16,Credit Card,7/1/2023,Kanyon,000-67-0686,True
I321106,C550814,Female,49,Food & Beverage,3,15.69,Cash,24/10/2022,Zorlu Center,000-18-7701,True
I196546,C167307,Female,66,Toys,4,143.36,Credit Card,28/11/2022,Forum Istanbul,000-28-1247,False
I174262,C199138,Female,37,Clothing,4,1200.32,Cash,3/2/2021,Istinye Park,000-57-1422,True
I262311,C249859,Female,53,Toys,4,143.36,Cash,15/04/2021,Forum Istanbul,000-78-4329,True
I850992,C313390,Male,43,Clothing,5,1500.4,Credit Card,10/2/2023,Emaar Square Mall,000-92-7636,True
I110895,C209949,Male,52,Cosmetics,5,203.3,Cash,20/01/2021,Cevahir AVM,000-46-4243,False
I122280,C116956,Male,59,Cosmetics,1,40.66,Debit Card,4/3/2021,Istinye Park,000-15-1017,False
I204347,C135078,Female,47,Toys,4,143.36,Cash,17/02/2022,Mall of Istanbul,000-17-5205,False
I650396,C724461,Female,56,Food & Beverage,4,20.92,Cash,28/03/2022,Forum Istanbul,000-42-4093,True
I628146,C103115,Female,29,Toys,2,71.68,Cash,19/12/2021,Mall of Istanbul,000-92-1476,True
I124425,C172216,Female,53,Books,3,45.45,Cash,25/06/2022,Istinye Park,000-95-2650,False
I281475,C666268,Female,58,Shoes,2,1200.34,Debit Card,18/01/2022,Kanyon,000-26-2676,True
I575302,C136382,Female,43,Food & Beverage,3,15.69,Cash,18/01/2023,Viaport Outlet,000-63-4901,False
I181380,C234088,Female,41,Food & Beverage,4,20.92,Debit Card,2/12/2022,Kanyon,000-84-3043,True
I226777,C995942,Male,21,Food & Beverage,5,26.15,Debit Card,8/5/2022,Viaport Outlet,000-38-2548,False
I212452,C260067,Male,18,Food & Beverage,3,15.69,Credit Card,15/09/2022,Metropol AVM,000-66-2707,False
I182668,C317933,Female,32,Cosmetics,4,162.64,Credit Card,19/03/2021,Viaport Outlet,000-48-5049,False
I784194,C168803,Female,19,Shoes,2,1200.34,Debit Card,11/2/2022,Kanyon,000-97-5881,True
I317914,C237762,Male,23,Food & Beverage,2,10.46,Cash,28/07/2021,Emaar Square Mall,000-14-3633,True
I334061,C119721,Male,46,Food & Beverage,1,5.23,Cash,17/06/2022,Metropol AVM,000-74-9470,True
I245207,C504894,Male,31,Clothing,4,1200.32,Cash,11/4/2022,Mall of Istanbul,000-36-4990,True
I244629,C151278,Male,69,Books,3,45.45,Cash,8/2/2023,Mall of Istanbul,000-71-6953,True
I287322,C810592,Female,38,Cosmetics,1,40.66,Cash,21/12/2022,Viaport Outlet,000-93-4587,False
I157071,C768416,Female,65,Food & Beverage,2,10.46,Cash,21/02/2023,Kanyon,000-89-9579,False
I263620,C114195,Male,33,Souvenir,5,58.65,Cash,15/03/2022,Metrocity,000-51-3003,True
I643348,C332651,Male,29,Food & Beverage,5,26.15,Cash,25/03/2021,Metropol AVM,000-34-2478,False
I153023,C313661,Female,59,Clothing,4,1200.32,Cash,27/07/2022,Kanyon,000-50-3264,False
I197796,C322845,Female,55,Toys,2,71.68,Credit Card,11/7/2022,Emaar Square Mall,000-70-7788,False
I130441,C169930,Male,61,Clothing,2,600.16,Credit Card,11/12/2022,Forum Istanbul,000-92-4849,False
I812736,C708745,Female,33,Clothing,4,1200.32,Credit Card,9/5/2021,Cevahir AVM,000-33-2583,False
I918540,C586470,Male,59,Food & Beverage,3,15.69,Debit Card,25/01/2021,Mall of Istanbul,000-91-6737,True
I265427,C262831,Female,33,Clothing,1,300.08,Cash,11/1/2022,Viaport Outlet,000-66-1034,True
I202474,C484926,Female,43,Cosmetics,3,121.98,Credit Card,2/3/2023,Zorlu Center,000-58-4716,True
I286408,C182401,Female,25,Souvenir,2,23.46,Credit Card,16/07/2021,Mall of Istanbul,000-80-4186,False
I213344,C559965,Male,38,Food & Beverage,3,15.69,Debit Card,4/8/2021,Metropol AVM,000-40-5635,False
I238016,C432836,Female,27,Cosmetics,4,162.64,Debit Card,25/03/2021,Istinye Park,000-25-4696,False
I183364,C102642,Female,32,Cosmetics,2,81.32,Cash,18/03/2021,Zorlu Center,000-55-4694,True
I772740,C310557,Female,40,Clothing,3,900.24,Cash,24/02/2022,Metropol AVM,000-96-6628,False
I195505,C237977,Female,18,Technology,5,5250.0,Cash,4/7/2022,Kanyon,000-27-6386,False
I333261,C583347,Male,46,Clothing,1,300.08,Cash,10/11/2021,Zorlu Center,000-15-5289,False
I104407,C283793,Male,66,Clothing,4,1200.32,Credit Card,27/10/2021,Metropol AVM,000-53-3748,False
I336833,C139404,Female,34,Clothing,5,1500.4,Debit Card,13/10/2021,Cevahir AVM,000-74-5951,False
I226911,C227047,Female,59,Cosmetics,3,121.98,Credit Card,14/06/2022,Forum Istanbul,000-55-5731,False
I132948,C432750,Male,51,Cosmetics,2,81.32,Cash,19/05/2021,Kanyon,000-79-8194,True
I888205,C235372,Male,35,Souvenir,3,35.19,Credit Card,7/11/2021,Viaport Outlet,000-53-9364,True
I516174,C222261,Male,51,Clothing,2,600.16,Credit Card,15/10/2022,Mall of Istanbul,000-85-1608,False
I909498,C105316,Male,36,Cosmetics,5,203.3,Cash,25/01/2021,Viaport Outlet,000-91-8673,True
I433675,C333447,Male,46,Food & Beverage,5,26.15,Credit Card,22/04/2022,Kanyon,000-82-1022,False
I104796,C171588,Male,24,Shoes,2,1200.34,Credit Card,23/08/2021,Emaar Square Mall,000-38-4387,False
I859994,C273612,Male,36,Toys,3,107.52,Credit Card,15/05/2022,Forum Istanbul,000-70-7523,False
I120237,C278144,Female,20,Clothing,3,900.24,Credit Card,20/01/2021,Kanyon,000-97-4129,False
I695161,C612698,Male,44,Souvenir,3,35.19,Cash,23/08/2022,Mall of Istanbul,000-45-9457,False
I293750,C270403,Female,60,Shoes,1,600.17,Cash,5/2/2021,Mall of Istanbul,000-54-9090,True
I292561,C423447,Female,26,Souvenir,3,35.19,Credit Card,20/05/2022,Kanyon,000-52-3466,True
I183172,C378490,Female,63,Books,3,45.45,Cash,14/04/2021,Metrocity,000-87-1718,False
I100195,C322199,Female,34,Food & Beverage,5,26.15,Debit Card,20/12/2022,Mall of Istanbul,000-25-1151,False
I160904,C132837,Female,21,Toys,5,179.2,Credit Card,25/05/2022,Forum Istanbul,000-38-0895,False
I238428,C142822,Male,47,Clothing,3,900.24,Credit Card,12/9/2021,Mall of Istanbul,000-78-3402,True
I251414,C157987,Male,58,Clothing,2,600.16,Cash,28/01/2021,Mall of Istanbul,000-28-1343,False
I105567,C300954,Female,26,Clothing,1,300.08,Credit Card,6/6/2022,Kanyon,000-33-1715,True
I163570,C106240,Male,43,Technology,1,1050.0,Credit Card,25/12/2022,Cevahir AVM,000-64-1658,True
I781415,C107776,Male,52,Clothing,4,1200.32,Credit Card,1/12/2022,Mall of Istanbul,000-92-7412,False
I258091,C135663,Male,25,Technology,2,2100.0,Credit Card,8/11/2022,Metrocity,000-63-2283,False
I101247,C178321,Male,35,Clothing,3,900.24,Credit Card,25/02/2021,Mall of Istanbul,000-55-1498,False
I238520,C271801,Male,66,Cosmetics,4,162.64,Cash,5/10/2022,Metrocity,000-83-7464,True
I254489,C480295,Male,64,Shoes,3,1800.51,Debit Card,14/01/2023,Mall of Istanbul,000-36-1636,False
I310281,C332756,Male,67,Food & Beverage,5,26.15,Cash,9/3/2021,Viaport Outlet,000-91-0493,True
I477125,C100157,Female,42,Cosmetics,5,203.3,Credit Card,25/04/2022,Mall of Istanbul,000-28-9848,False
I985497,C182380,Female,53,Clothing,1,300.08,Cash,12/3/2021,Metrocity,000-76-4071,False
I865641,C274860,Female,59,Shoes,5,3000.85,Credit Card,4/2/2023,Kanyon,000-37-1543,False
I207028,C330789,Male,29,Books,4,60.6,Cash,3/10/2022,Metrocity,000-28-7160,False
I222809,C261702,Female,44,Clothing,3,900.24,Credit Card,27/01/2021,Kanyon,000-51-2314,True
I241243,C175702,Female,69,Cosmetics,1,40.66,Credit Card,21/09/2022,Istinye Park,000-93-8201,True
I196427,C117912,Male,23,Toys,5,179.2,Credit Card,10/10/2022,Istinye Park,000-22-0027,False
I866118,C322813,Male,40,Clothing,3,900.24,Cash,9/11/2021,Kanyon,000-17-7283,True
I287166,C290670,Female,22,Shoes,4,2400.68,Cash,3/4/2022,Metropol AVM,000-46-8953,False
I138001,C285545,Male,19,Cosmetics,2,81.32,Credit Card,21/07/2022,Forum Istanbul,000-80-8821,False
I258205,C254666,Female,19,Technology,2,2100.0,Cash,22/06/2021,Kanyon,000-71-1237,False
I184038,C374893,Female,27,Clothing,5,1500.4,Debit Card,8/1/2022,Viaport Outlet,000-11-5836,False
I154419,C441816,Female,38,Cosmetics,1,40.66,Cash,24/01/2023,Metrocity,000-42-8566,True
I487606,C298119,Male,42,Cosmetics,2,81.32,Cash,8/6/2021,Mall of Istanbul,000-47-0607,False
I278751,C289168,Female,66,Clothing,5,1500.4,Credit Card,1/5/2021,Metropol AVM,000-45-4029,False
I227026,C252873,Male,22,Clothing,2,600.16,Cash,12/7/2021,Kanyon,000-81-0869,True
I701376,C310354,Female,54,Food & Beverage,3,15.69,Cash,5/2/2022,Istinye Park,000-17-8876,False
I135833,C140772,Female,25,Cosmetics,2,81.32,Credit Card,24/08/2021,Kanyon,000-58-6702,False
I189183,C301651,Male,30,Toys,1,35.84,Credit Card,27/02/2022,Viaport Outlet,000-62-5419,False
I189113,C186317,Male,19,Souvenir,1,11.73,Credit Card,1/6/2022,Metrocity,000-76-1265,True
I261307,C232226,Female,37,Clothing,1,300.08,Credit Card,15/07/2022,Cevahir AVM,000-50-3421,False
I278843,C769730,Female,28,Cosmetics,1,40.66,Cash,11/7/2022,Kanyon,000-89-4065,False
I765614,C209769,Male,52,Food & Beverage,2,10.46,Cash,5/3/2023,Kanyon,000-58-2550,True
I833134,C113820,Male,66,Clothing,4,1200.32,Cash,26/06/2021,Kanyon,000-28-3958,False
I125745,C327532,Male,48,Food & Beverage,1,5.23,Cash,13/01/2023,Metrocity,000-40-3454,True
